Предложение,Ссылка
"Дронов знал, как чувствовала себя в кабине Кусачка. Знал и о черной, и о красной пелене. И по своему опыту, и по записям прибора акселерографа. Прибор чертил на бумаге зубчатую линию, похожую на неровный забор, и она рассказывала, сколько перегрузок вынесла собака (то есть во сколько раз увеличился ее вес) и сколько минут или секунд они действовали.  Марта Баранова, Евгений Велтистов, «Тяпа, Борька и ракета», 1962 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акселерограф
"Например, аксель докрученный, но низкий и выполнен на маленькой скорости – могут снять сколько-то баллов от базовой стоимости прыжка.  Александра Маринина, «Ангелы на льду не выживают», Т. 1, 2014 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксель
"Приятели Печорина, которых число было впрочем не очень велико, были всё молодые люди, которые встречались с ним в обществе, ибо и в то время студенты были почти единственными кавалерами московских красавиц, вздыхавших невольно по эполетам и аксельбантам, не догадываясь, что в наш век эти блестящие вывески утратили свое прежнее значение.  М. Ю. Лермонтов, «Княгиня Лиговская», 1838 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбант
"Я сошью тебе ливрею самую модную, знаешь, этакую, серо-лиловую, с голубыми аксельбантами…  И. С. Тургенев, «Безденежье», 1846 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбант
"В это время из подъезда выбежал огромный лакей в ливрейном фраке нараспашку, с аксельбантами и в штиблетах.  И. А. Гончаров, «Обломов», 1859 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбант
"Это был один важный гость, с аксельбантами и вензелем, господин лет не более тридцати, великосветской и какой-то строгой наружности.  Ф. М. Достоевский, «Подросток», 1875 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбант
"Приятели Печорина, которых число было впрочем не очень велико, были всё молодые люди, которые встречались с ним в обществе, ибо и в то время студенты были почти единственными кавалерами московских красавиц, вздыхавших невольно по эполетам и аксельбантам, не догадываясь, что в наш век эти блестящие вывески утратили свое прежнее значение.  М. Ю. Лермонтов, «Княгиня Лиговская», 1838 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбанты
"Я сошью тебе ливрею самую модную, знаешь, этакую, серо-лиловую, с голубыми аксельбантами…  И. С. Тургенев, «Безденежье», 1846 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбанты
"В это время из подъезда выбежал огромный лакей в ливрейном фраке нараспашку, с аксельбантами и в штиблетах.  И. А. Гончаров, «Обломов», 1859 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбанты
"Это был один важный гость, с аксельбантами и вензелем, господин лет не более тридцати, великосветской и какой-то строгой наружности.  Ф. М. Достоевский, «Подросток», 1875 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксельбанты
"Сзади, как дополнение, аксессуар комнаты, сидела на диване довольно грузная старушка, m-rs Welch.  И. А. Гончаров, «Фрегат „Паллада“», 1855 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуар
"У меня деньги ― аксессуар, жар души, обстановка.  Ф. М. Достоевский, «Братья Карамазовы», 1880 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуар
"Видишь ли, голубчик, я принадлежу к числу тех избранников, которые развили в себе такую тонкую и чуткую восприимчивость, что наслаждаются больше деталями, аксессуарами, так сказать, любви, чем самой любовью в грубом смысле.  А. И. Куприн, «Психея», 1892 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуар
"Он набросал первую встречу с Верой, своё впечатление, вставил туда, в виде аксессуаров, все лица, пейзажи Волги, фотографию с своего имения ― и мало-помалу оживлялся.  И. А. Гончаров, «Обрыв», 1869 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуар
"Посетителей почти не было: насколько помню теперь, я не принял в счёт багрового старика и пышной прически его дамы, считая их примелькавшимися аксессуарами.  А. С. Грин, «Приключения Гинча», 1912 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуар
"Стоит ли тратить большие деньги на натурщиков, на аксессуары, на мастерскую на холст, если нет покупателей?  «Эскизы и кроки» // «Петербургская газета», 13 марта 1912 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуар
"Сзади, как дополнение, аксессуар комнаты, сидела на диване довольно грузная старушка, m-rs Welch.  И. А. Гончаров, «Фрегат „Паллада“», 1855 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуары
"У меня деньги ― аксессуар, жар души, обстановка.  Ф. М. Достоевский, «Братья Карамазовы», 1880 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуары
"Видишь ли, голубчик, я принадлежу к числу тех избранников, которые развили в себе такую тонкую и чуткую восприимчивость, что наслаждаются больше деталями, аксессуарами, так сказать, любви, чем самой любовью в грубом смысле.  А. И. Куприн, «Психея», 1892 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуары
"Он набросал первую встречу с Верой, своё впечатление, вставил туда, в виде аксессуаров, все лица, пейзажи Волги, фотографию с своего имения ― и мало-помалу оживлялся.  И. А. Гончаров, «Обрыв», 1869 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуары
"Посетителей почти не было: насколько помню теперь, я не принял в счёт багрового старика и пышной прически его дамы, считая их примелькавшимися аксессуарами.  А. С. Грин, «Приключения Гинча», 1912 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуары
"Стоит ли тратить большие деньги на натурщиков, на аксессуары, на мастерскую на холст, если нет покупателей?  «Эскизы и кроки» // «Петербургская газета», 13 марта 1912 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксессуары
"Наряду с высокими аксиальными силами трения данный эффект, в принципе, возникает и на вращающейся буровой штанге…  Р. Кеглер, «Новейшие разработки в области горизонтально направленного бурения», 2004 г. // «Газовая промышленность» [НКРЯ]",https://ru.wiktionary.org/wiki/аксиальный
Меня зовут Аксинья,https://ru.wiktionary.org/wiki/Аксинья
"Что мы имеем здесь аксиологическую систему бытия, т. е. систему ценностей, это повторяется при создании каждой ступени Бытия «и увидел Бог свет, что он хорош» и т. д. до высших ступеней ― везде оценка «добро зело».  Б. П. Вышеславцев, «Миф о грехопадении», 1932 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксиологический
"Аксиология ― это учение о ценностях (от др. ― гр. ахios ― ценный). Термин «ценность» упрочился в гуманитарных науках благодаря трактату Ф. Г. Лотце (1870). В отечественной философии аксиология ярко представлена работой Н. О. Лосского «Ценность и бытие» (1931).  В. Е. Хализев, «Теория литературы», 1999 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксиология
"А как же одномоментность может уживаться с «временной природой музыки», кажущейся столь аксиоматичной?  Холопова В.Н., «Феномен музыки», 2014 г.",https://ru.wiktionary.org/wiki/аксиоматичный
"В работе была проанализирована резонансная конверсия продольного плазмона (фотона в среде), испущенного электроном в магнитном поле, в аксион.  , Вестник Московского университета: Физика, астрономия г. // «2002»",https://ru.wiktionary.org/wiki/аксион
"На сем собрании избирают они патриарха из митрополитов, архиепископов, епископов и пресвитеров. Если он из первых степеней, то облачают его тотчас в патриаршескую мантию, которая сделана из шёлковой ткани багряного цвета и обложена широким золотым гасом с изображением напереди четырёх евангелистов. Потом Ираклийский митрополит вручает ему пастырский жезл и напоминает ему быть верным пастырем церкви Христовой и проч., а после все архиереи ведут его и сажают на патриаршеский престол, восклицая трекратно: «Аксиос!», то есть: «достоин!» После сего он встает и благословляет всё собрание, которое в ответ возглашает ему: «Многа лета!».  П. А. Левашов, «Цареградские письма», 1789 г.",https://ru.wiktionary.org/wiki/аксиос
"Горные хребты, окружающие долины вышеназванных береговых рек, сплошь покрыты дремучими, преимущественно лиственными лесами, в которых держится множество различных зверей: диких коз (Cervus eapreolus), аксисов, или пятнистых оленей (Cervus axis), изюбров, (Cervus elaphus), медведей (Ursus arctos, U. thibetanus), кабанов (Susscrofa ferus), енотовидных собак (Canis procyonides) [Nyctereutes proeyonoides], барсуков (Meles taxus) [M. meles]; менее часто попадаются: тигр (Felis tigris), барс (Felis irbis), рысь (Felis lynx), дикая кошка (Felis undata), гималайская куница (Mustella flavigula) и антилопа (Antilope crispa).  Н. М. Пржевальский, «Путешествие в Уссурийском крае» (1867–1869 гг.), 1870 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксис
"Так, в шейном отделе, наиболее подвижном и наиболее подверженном повреждениям, тела позвонков невелики по размеру. Важную роль играют первые два позвонка – атлант и аксис.  Виталий Епифанов, ‎Александр Епифанов, «Выпрями спинку», 2015 г.",https://ru.wiktionary.org/wiki/аксис
"На подоконнике стоял полускрытый портьерой небольшой аквариум, в чистой прозрачной воде среди разноцветных водорослей мерно шевелил ветвистыми жабрами жирный чёрный аксолотль.  Аркадий Стругацкий, Борис Стругацкий, «Улитка на склоне», 1966–1968 гг. [НКРЯ]",https://ru.wiktionary.org/wiki/аксолотль
"Но аксолотль может также не превратиться в амблистому, размножаться и умереть аксолотлем.  Владимир Брагин, «В стране дремучих трав», 1962 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аксолотль
Меня зовут Аксён.,https://ru.wiktionary.org/wiki/Аксён
"На основе этих данных, обязательных для отправителя и получателя, составляется акт-рекламация и направляется пункту-отправителю и управлению ГХИ по месту отгрузки спорной партии.  А. Е. Хоменко, ‎Г. Т. Крамаренко, «Контроль за качеством и сохранностью зерна и продуктов его переработки», 1960 г.",https://ru.wiktionary.org/wiki/акт-рекламация
"В настоящую минуту, когда я уже обстрелян достаточно, я бы ограничился простым актом изгнания нелепого подёнщика.  А. А. Фет, «Осенние хлопоты», 1862 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Глава государства подчеркнул, что в России необходимо усилить работу по предотвращению актов террора.  «Выковыривать и уничтожать», 2003.07.07 // «Газета» [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Предполагается, что именно с помощью данного предмета Виктория Добровольская совершила акт суицида.  Максим Милованов, «Естественный отбор», 2000 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Комедия была очень дурна, играли дурно, мы вышли после 1-го акта.  Д. И. Фонвизин, «Отрывки из дневника четвертого заграничного путешествия», 1786—1787 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Перед последним актом спектакля через тонкие перегородки уборных слышался ретивый мужской смех, лукавый, сдержанный шёпот и гневные восклицания.  А. С. Грин, «Ива», 1923 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Я прочёл заглавие, потом длинный список действующих лиц и приступил к чтению первого акта  М. А. Булгаков, «Театральный роман», 1936—1937 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Сверх того Холмский дал ему жуковину ― перстень с родовым гербом, служивший печатью при засвидетельствовании важных актов.  И. И. Лажечников, «Басурман», 1838 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Когда следствие стало приближаться к концу, Митрофания, после предъявления ей различных документов и актов, неожиданно сказала, что просит моего совета ― к какому защитнику ей обратиться.  А. Ф. Кони, «Игуменья Митрофания (Из записок и воспоминаний судебного деятеля)», 1908 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Потом они составили акт, в котором вещи именовались изделиями из жёлтого металла и было сказано, что эти изделия уносятся для экспертизы в следственный отдел прокуратуры.  Ю. О. Домбровский, «Факультет ненужных вещей, часть 1», 1978 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Законодательные акты, касающиеся демократизации собственности, уже давно приняты во многих развитых и развивающихся странах.  Н. Пирогов, «От мотивации труда к развитию общества», 2007 г. // «Наука и жизнь» [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Также недурен генерал Хвалынский на всех торжественных и публичных актах, экзаменах, собраньях и выставках; под благословение тоже подходить мастер.  И. С. Тургенев, «Два помещика», 1847 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Вы, как обыкновенный влюблённый школьник, ждёте, когда закончится репетиция, и среди прочих ущербных и мертворождённых из зала для актов спустится она ― та, кому вы назначили свидание на чёрной лестнице в правом крыле, где не осталось ни единой целой лампочки ― и тёмно, тёмно, и пахнет пылью, где на площадке между вторым и третьим свалены в груду списанные физкультурные маты.  Саша Соколов, «Школа для дураков», 1976 г. [НКРЯ]",https://ru.wiktionary.org/wiki/акт
"Для описания синтаксических отношений используется аппарат синтаксиса зависимостей (восходящий к Л. Теньеру); большое значение имеет (также восходящее к Теньеру) противопоставление актантов и сирконстантов.  «Теория „Смысл — текст“» (цитата из Википедии, см. Список литературы)",https://ru.wiktionary.org/wiki/актант
Сегодня состоится собрание актива.,https://ru.wiktionary.org/wiki/актив
Партийный актив.,https://ru.wiktionary.org/wiki/актив
Мы записали эту сумму в актив.,https://ru.wiktionary.org/wiki/актив
"Для повышения внутренней поверхности волокон может производиться их дополнительная активация, а также создание на поверхности функциональных групп, способных к ионному обмену.  Кирилл Перепелкин, «Углеродные волокна и углеволокнистые материалы», 2003 г. // «Текстиль» [НКРЯ]",https://ru.wiktionary.org/wiki/активация
Активизация работы с населением.,https://ru.wiktionary.org/wiki/активизация
"Будет актуализирована и активизирована также реформа жилищно-коммунального хозяйства, системы ипотечного кредитования, продолжено реформирование железнодорожного транспорта и электроэнергетики, повышена эффективность использования природных ресурсов, в том числе путем повышения налогов на недропользователей.  «Экономика России в 2003 году: итоги обнадеживающих преобразований», 2004 г. // «Вопросы статистики»",https://ru.wiktionary.org/wiki/активизированный
Активизированный кислород,https://ru.wiktionary.org/wiki/активизированный
"Активизированная древняя платформа или параплатформа является тектоническим элементом, на котором формируется осадочный бассейн, называемый автором параплатформенным, с двухъярусным строением и с удвоенной мощностью осадочного чехла, достигающей 15-20 км.  «Нефтегазоносность бассейнов Баренцевоморского шельфа», 2001 г. [НКРЯ]",https://ru.wiktionary.org/wiki/активизированный
"Работает весь комплекс, активизируя мозг, который и подает подсознательные команды.  Е. И. Парнов, «Александрийская гемма», 1990 г. [НКРЯ]",https://ru.wiktionary.org/wiki/активизировать
"Пермь традиционно демонстрирует довольно высокий, по сегодняшним российским меркам, уровень локального активизма, воздействующего не только (и не столько) на борьбу за власть, но на процесс принятия решений и политико-экономическое управление в городе. Во всяком случае, в Перми «общественность имеет значение» в том смысле, что политические и экономические акторы не могут игнорировать ее реакцию при выработке и реализации политического курса.  Надежда Борисова, «Пермь: локальный режим в крупном российском городе», 2010 г. // «Неприкосновенный запас» [НКРЯ]",https://ru.wiktionary.org/wiki/активизм
"Вот эта книга: Ten thousand democracies: politics and public opinion in America’ s school districts. (Книга не новая, 2005 года). Речь в ней идёт об активизме простых американцев в своих школьных округах, об их участии в решении актуальных вопросов, о взаимодействии с органами власти и прочее.  Роман Евстифеев, «Где может родиться демократия», 2011 г. // «60 параллель» [НКРЯ]",https://ru.wiktionary.org/wiki/активизм
"Мезопористый ископаемый уголь при очистке промстоков промышленных предприятий от нефтепродуктов может применяться вместо активированного угля, являющегося дорогостоящим и дефицитным материалом.  К. Н. Трубецкой, ‎Н. Г. Матвиенко, «Научно-технические разработки для практической реализации», 1991 г.",https://ru.wiktionary.org/wiki/активированный
"Такая форма стимула легко генерируется стандартной аппаратурой: звукоизлучающий преобразователь активируется короткими однотипными импульсами, частота следования которых варьирует.  В.В. Попов, ‎А.Я. Супин, «Слух китов и дельфинов», 2013 г.",https://ru.wiktionary.org/wiki/активироваться
"Один за другим на трибуну поднимаются колхозные активисты, бывшие товарищи Ивана, пожилые колхозники ― суд их суров, но справедлив.  В. М. Шукшин, «Крыша над головой», 1970–1974 гг. [НКРЯ]",https://ru.wiktionary.org/wiki/активист
"Многие люди меня поддерживали, особенно активисты экологического движения против строительства атомной станции.  Б. Е. Немцов, «Провинциал в Москве», 1999 г. [НКРЯ]",https://ru.wiktionary.org/wiki/активист
"В классе всегда отличницей была, никогда мимо чужой беды не пройдет, во всех начинаниях школьных ― первая активистка.  А. Тюльпин, «Вся жизнь впереди» // «Человек и закон», 1978 г. [НКРЯ]",https://ru.wiktionary.org/wiki/активистка
"Активно-индуктивный характер нагрузки выпрямительного устройства реализуется при использовании дросселя в качестве первого элемента пассивного сглаживающего фильтра, то есть при использовании фильтров типа LС.  Владимир Битюков, ‎Денис Симачков, «Источники вторичного электропитания», 2017 г.",https://ru.wiktionary.org/wiki/активно-индуктивный
"Будучи блестящим полемистом, он активно участвовал в спорах, выступая на обсуждениях, в дискуссиях, на конференциях.  Валентина Козинцева, «Черное, лихое время…», 1962 г. [НКРЯ]",https://ru.wiktionary.org/wiki/активно
"Мои ребята с самого начала активно участвовали в постройке планера: производили расчеты, составляли чертежи, изготавливали детали.  Вадим Янусов, «Мальчишки учатся летать», 1982 г. // «Техника — молодёжи» [НКРЯ]",https://ru.wiktionary.org/wiki/активно
Активность характера.,https://ru.wiktionary.org/wiki/активность
Проявлять активность.,https://ru.wiktionary.org/wiki/активность
Только активность широких трудящихся масс может разрешить задачу индустриализации страны.,https://ru.wiktionary.org/wiki/активность
Маркетинговая активность,https://ru.wiktionary.org/wiki/активность
Активный ребёнок. Активный участник чего-либо.,https://ru.wiktionary.org/wiki/активный
Активный отдых. Активный туризм.,https://ru.wiktionary.org/wiki/активный
Активное окно.,https://ru.wiktionary.org/wiki/активный
Активная лексика.,https://ru.wiktionary.org/wiki/активный
"Француз Ньепс открыл явление так называемого актинизма, то есть способность солнечных лучей вызывать химические изменения.  П. С. Гуревич, «Человек: Мыслители прошлого и настоящего о его жизни, смерти и бессмертии. XIX век», 1995 г.",https://ru.wiktionary.org/wiki/актинизм
"Актиний был открыт в 1899 году А. Дебьерном в отходах от переработки урановой смолки, из которой удалили полоний и радий.",https://ru.wiktionary.org/wiki/актиний
"Каждую из этих групп «химических близнецов» приходится размещать в одной клетке; но так как это неудобно, то в клетках основной таблицы помещены лишь лантан и актиний, а остальные элементы вынесены за её пределы.  «Периодическая таблица» // «Химия и жизнь», 1969 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиний
"Следовательно, такой же «хвост» должен быть и у элемента VII периода, стоящего в таблице под лантаном. Этот элемент — актиний, элемент № 89. А элементы с атомными номерами от 90 до 103 должны составить второй четырнадцатичленный ряд — ряд актиноидов.  В. Станцо, «Менделевий» // «Химия и жизнь», 1969 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиний
"Около одного из них — острова Кокоиха — на глубине 14-18 м мы обнаружили сказочные сады распустившихся актиний.  К. А. Беловинцев, А. Е. Шелест, «Под водой за Полярным кругом» // «Спортсмен-подводник», 1962 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиний
"Ну кто же мог ожидать увидеть там актиний, прекрасно себя чувствующих, будучи закреплёнными во льду, и болтающих двумя десятками щупалец в холодной воде?  «Топ-10 видов» // «За науку», 2014 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиний
"На таких откосах, на глубине трёх-четырёх метров, находятся актинии — мясистые животные-цветы. Размером и формой актиния напоминает стакан. Прочно прикрепляется к камням, так что не оторвёшь.  И. Захаров, «Подводная охота на Белом море» // «Спортсмен-подводник», 1966 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиния
"Подобно редкоземельным элементам, все элементы актиниевого ряда очень близки между собой по химическим свойствам, строение внешних электронных оболочек атомов всех элементов от актиния до лоуренсия одинаково.  В. Кузнецов, «Плутоний» // «Химия и жизнь», 1968 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиния
"Смысл её в том, что как у лантана есть 14 химических аналогов ― лантаноидов, так и у актиния ― 14 актиноидов.  В. Станцо, «Элемент № 104: курчатовий» // «Химия и жизнь», 1966 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актиния
Уран и торий относятся к актиноидам.,https://ru.wiktionary.org/wiki/актиноид
Актиноиды расположены в периодической таблице под лантаноидами.,https://ru.wiktionary.org/wiki/актиноид
Уран является актиноидом.,https://ru.wiktionary.org/wiki/актиноид
Уран и торий относятся к актиноидам.,https://ru.wiktionary.org/wiki/актиноиды
Актиноиды расположены в периодической таблице под лантаноидами.,https://ru.wiktionary.org/wiki/актиноиды
Уран является актиноидом.,https://ru.wiktionary.org/wiki/актиноиды
"В настоящее время установлено, что возбудители актиномикоза — грамположительные бактерии — микроаэрофильные, аэробные и анаэробные актиномицеты.  Под ред. Ю. К. Скрипкина, Ю. С. Бутова, О. Л. Иванова, «Дерматовенерология», 2013 г.",https://ru.wiktionary.org/wiki/актиномицеты
"Цветок может быть актиноморфным, т. е. правильным, если вертикальной плоскостью его можно разделить на две равные части, причём во всех направлениях; зигоморфным, т. е. неправильным, если он делится вертикальной плоскостью на две части только в одном направлении.  О. В. Шумахер, О. А. Петросян, «Борьба с сорняками»",https://ru.wiktionary.org/wiki/актиноморфный
"Я спросила, почему его освободили, — он удивился, как, вы не знаете, меня актировали; я опять не поняла, оказывается — доходяги-умирающие, их освобождают.  В. С. Гроссман, «Жизнь и судьба»",https://ru.wiktionary.org/wiki/актировать
"Последнее название встречалось, впрочем, только в актовых книгах города и изредка слышалось из уст особых почитателей местной старины.  Н. С. Лесков, «Чающие движения воды», 1867 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актовый
"Все эти сведения собрал профессор Тихонравов для актовой университетской речи 12 января 1873 года.  И. И. Иванов, «Островский», 1898 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актовый
"Треть лицейского актового зала была отгорожена ширмами для сцены; остальное пространство было заставлено креслами и стульями.  В. П. Авенариус, «Отроческие годы Пушкина», 1886 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актовый
"Актография осуществляется при помощи специальных приборов – актографов, в простейших типах которых движение улавливается резиновым баллоном, а затем преобразуется в регистрируемые механические или электрические импульсы.  «Большой психологический словарь»",https://ru.wiktionary.org/wiki/актограф
"…Исследуя главный белок мышцы ― актомиозин, молекулярный биолог стремится выяснить, от каких химических и физических его свойств зависит способность мышечного волокна сокращаться, что происходит с актомиозином при сокращении и т. д.  А. Баев, «Разрезанные молекулы», 1968 г. // «Химия и жизнь» [НКРЯ]",https://ru.wiktionary.org/wiki/актомиозин
"Человек в XX в. стал главным актором в биосфере благодаря использованию мощности, дополнительной к собственной, которая составляет 140 Вт.  К. С. Лосев, «Парадоксы борьбы с глобальным потеплением», 2009 г. // «Вестник РАН» [НКРЯ]",https://ru.wiktionary.org/wiki/актор
"В сочетании с относительной слабостью региональной власти и некоторой автономией Перми как региональной столицы все это обусловило плюрализм политических и экономических акторов в городе, недосягаемость для них монополизации власти и ресурсов и, как следствие, их тяготение к созданию коалиций ― хотя бы по принципу ad hoc.  Надежда Борисова, «Пермь: локальный режим в крупном российском городе», 2010 г. // «Неприкосновенный запас» [НКРЯ]",https://ru.wiktionary.org/wiki/актор
"Победив на выборах мэра в 1996 году, Трутнев в дальнейшем смог не только установить полный контроль над городской администрацией и добиться подчиненного положения городской думы, но и обеспечил себе роль вето-актора на уровне региона.  Надежда Борисова, «Пермь: локальный режим в крупном российском городе», 2010 г. // «Неприкосновенный запас» [НКРЯ]",https://ru.wiktionary.org/wiki/актор
"На фоне экономического спада, бюджетного кризиса и неплатежей в стране локальные акторы не располагали ресурсами, позволяющими переломить эти тенденции в отдельно взятом городе ― даже крупном и сравнительно успешном.  Надежда Борисова, «Пермь: локальный режим в крупном российском городе», 2010 г. // «Неприкосновенный запас» [НКРЯ]",https://ru.wiktionary.org/wiki/актор
"Французский политолог Эрик Неве говорит, например, об уличных манифестациях как о продуктах «последовательного совместного производства» акции рядом акторов ― активистами, массмедиа и властным аппаратом  Анна Зайцева, «Спектакулярные формы протеста в современной России: между искусством и социальной терапией», 2010 г. // «Неприкосновенный запас» [НКРЯ]",https://ru.wiktionary.org/wiki/актор
"Я уже настоящая актриса, я играю с наслаждением, с восторгом, пьянею на сцене и чувствую себя прекрасной.  А. П. Чехов, «Чайка», 1896 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актриса
"Она расхохоталась наглым, искусственным смехом опытной актрисы.  А. И. Куприн, «Каприз», 1897 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актриса
"…Вся компания отправлялась в театр, в галерею, и уж хлопают-хлопают, вызывают-вызывают эту актриску ― просто беснуются!  Ф. М. Достоевский, «Бедные люди», 1846 г.",https://ru.wiktionary.org/wiki/актриска
"С этой незаметной актриской, исполнявшей до сих пор самые невыигрышные роли наперсниц и гостей, точно произошло какое-то чудо.  А. И. Куприн, «Полубог», 1896 г.",https://ru.wiktionary.org/wiki/актриска
"Витюше надоели молоденькие актриски. Сказал, что его потянуло к женщинам постарше.  Татьяна Моспан, «Подиум», 2000 г. [НКРЯ]",https://ru.wiktionary.org/wiki/актриска
"В аналитических языках типа французского актуализаторы слова обычно являются внешними по отношению к нему, в синтетических языках типа латинского и в меньшей степени немецкого сама форма слова уже содержит в себе актуализаторы.  В. М. Алпатов, «История лингвистических учений»",https://ru.wiktionary.org/wiki/актуализатор
Орган по сертификации должен иметь и постоянно актуализировать информацию о персонале,https://ru.wiktionary.org/wiki/актуализировать
"Нет, я лично ничего против монархии не имею, но всё это сейчас совсем не актуально.  И. Л. Солоневич, «Россия в концлагере», <1936> г. [НКРЯ]",https://ru.wiktionary.org/wiki/актуально
